Code,Description
37424000,Gymnastic vaulting equipment.
37425000,Gymnastic trampolines.
37426000,Balance equipment.
37430000,Boxing equipment.
37431000,Boxing rings.
37432000,Punching bags.
37433000,Boxing gloves.
37440000,Fitness equipments.
37441000,Aerobic training equipment.
37441100,Treadmills.
37441200,Stair climbers.
37441300,Stationary bicycles.
37441400,Rowing machines.
37441500,Jump ropes.
37441600,Exercise trampolines.
37441700,Exercise balls.
37441800,Step aerobic equipment.
37441900,Cross trainers.
37442000,Weight and resistance training equipment.
37442100,Dumbbells.
37442200,Barbells.
37442300,Lower and upper body resistance machines.
37442310,Lower body resistance machines.
37442320,Upper body resistance machines.
37442400,Weight benches or racks.
37442500,Fitness weights.
37442600,Pilates machines.
37442700,Grip strengthener.
37442800,Resistance bands and tubes.
37442810,Resistance bands.
37442820,Resistance tubes.
37442900,Multi gyms.
37450000,Field and court sports equipment.
37451000,Field sports equipment.
37451100,Baseballs.
37451110,Baseball backstops or fences.
37451120,Baseball bases.
37451130,Baseball bats.
37451140,Baseball batting aids.
37451150,Baseball gloves.
37451160,Baseball or softball protective gear.
37451200,Field hockey equipment.
37451210,Field hockey balls.
37451220,Field hockey sticks.
37451300,Footballs.
37451310,Football blocking sleds.
37451320,Football kicking tees.
37451330,Football tackling dummies.
37451340,Flag football gear.
37451400,Lacrosse balls.
37451500,Lacrosse sticks.
37451600,Pitching machines.
37451700,Soccer balls.
37451710,Soccer field marking equipment.
37451720,Soccer protective equipment.
37451730,Soccer training aids.
37451800,Softballs.
37451810,Softball bats.
37451820,Softball gloves.
37451900,Handballs.
37451920,Team handball school sets.
37452000,Racquet and court sports equipment.
37452100,Badminton equipment.
37452110,Badminton birdies or shuttlecocks.
37452120,Badminton rackets.
37452200,Basketballs.
37452210,Basketball complete game systems.
37452300,Floor hockey protective equipment.
37452400,"Racquetball balls, grips and strings."
37452410,Racquetball balls.
37452420,Racquetball grips.
37452430,Racquetball strings.
37452500,Racquetball rackets.
37452600,Squash equipment.
37452610,Squash balls.
37452620,Squash racquets.
37452700,Tennis equipment.
37452710,Tennis balls.
37452720,Tennis court equipment.
37452730,Tennis racquets.
37452740,Tennis training aids.
37452800,Tether balls and poles.
37452810,Tether balls.
37452820,Tether poles.
37452900,Volleyballs.
37452910,Volleyball gymnasium standards.
37452920,Volleyball storage for balls or nets.
37453000,Track sports equipment.
37453100,Javelins.
37453200,Jumping bars.
37453300,Discus.
37453400,Shotputs.
37453500,Vaulting poles.
37453600,Hurdles.
37453700,Batons.
37460000,Target and table games and equipments.
37461000,Table games and equipment.
37461100,Air hockey tables or accessories.
37461200,Foosballs.
37461210,Foosball replacement players.
37461220,Foosball tables.
37461300,Pool cues.
37461400,Shuffleboard equipment.
37461500,Tennis tables.
37461510,Table tennis balls.
37461520,Table tennis paddles.
37462000,Target games and equipment.
37462100,Archery equipments.
37462110,Archery arm guards.
37462120,Archery arrows.
37462130,Archery backstops.
37462140,Archery bow strings.
37462150,Archery bows.
37462160,Archery gloves.
37462170,Archery target stands.
37462180,Archery targets.
37462200,Darts.
37462210,Dart boards.
37462300,Throwing targets.
37462400,Trapshooting equipment.
37470000,Golf and bowling equipments.
37471000,Golf equipment.
37471100,Golf bags.
37471200,Golf balls.
37471300,Golf clubs.
37471400,Golf tees.
37471500,Golf club head covers.
37471600,Golf gloves.
37471700,Divot fixers.
37471800,Golfscopes.
37471900,Golf putting partner.
37472000,Bowling equipments.
37480000,Machinery or apparatus for leisure equipment.
37481000,Ice maintenance machines.
37482000,Sports information billboards.
37500000,Games and toys; fairground amusements.
37510000,Dolls.
37511000,Doll houses.
37512000,Doll parts or accessories.
37513000,Puppets.
37513100,Puppet theatres.
37520000,Toys.
37521000,Toy musical instruments.
37522000,Wheeled toys.
37523000,Puzzles.
37524000,Games.
37524100,Educational games.
37524200,Board games.
37524300,Classic games.
37524400,Collaborative games.
37524500,Strategy games.
37524600,Memory games.
37524700,Game accessories.
37524800,Lotto games.
37524810,Lottery formulary.
37524900,Game kits.
37525000,Toy balloons and balls.
37526000,Toy pails.
37527000,Toy trains and vehicles.
37527100,Toy trains.
37527200,Toy vehicles.
37528000,Toy weapons.
37529000,Inflatable and riding toys.
37529100,Inflatable toys.
37529200,Riding toys.
37530000,"Articles for funfair, table or parlour games."
37531000,Playing cards.
37532000,Video games.
37533000,Billiards.
37533100,Billiard balls.
37533200,Billiard chalk.
37533300,Billiard cue tips.
37533400,Billiard racks.
37533500,Billiard tables.
37534000,Coin- or disc-operated games.
37535000,"Roundabouts, swings, shooting galleries and other fairground amusements."
37535100,Swings.
37535200,Playground equipment.
37535210,Playground swings.
37535220,Playground climbing apparatus.
37535230,Playground merry go rounds.
37535240,Playground slides.
37535250,Playground see saws.
37535260,Playground tunnels.
37535270,Playground sandboxes.
37535280,Playground bleachers.
37535290,Wall and rope climbing equipment.
37535291,Wall climbing equipment.
37535292,Rope climbing equipment.
37540000,Gambling machines.
37800000,Handicraft and art supplies.
37810000,Handicraft supplies.
37820000,Art supplies.
37821000,Artists' brushes.
37822000,Drawing pens.
37822100,Crayons.
37822200,Drawing charcoal.
37822300,Chalks.
37822400,Pastels.
37823000,Greaseproof paper and other paper items.
37823100,Greaseproof paper.
37823200,Tracing paper.
37823300,Glassine paper.
37823400,Transparent or translucent paper.
37823500,Art and craft paper.
37823600,Drawing paper.
37823700,Paper for maps.
37823800,Multi-ply paper and paperboard.
37823900,Kraftliner.
38000000,"Laboratory, optical and precision equipments (excl. glasses)."
38100000,Navigational and meteorological instruments.
38110000,Navigational instruments.
38111000,Direction-finding equipment.
38111100,Compasses.
38111110,Compass accessories.
38112000,Sextants.
38112100,Global navigation and positioning systems (GPS or equivalent).
38113000,Sonars.
38114000,Echo sounders.
38115000,Radar apparatus.
38115100,Radar surveillance equipment.
38120000,Meteorological instruments.
38121000,Anemometers.
38122000,Barometers.
38123000,Precipitation or evaporation recorders.
38124000,Radiosonde apparatus.
38125000,Rainfall recorders.
38126000,Surface observing apparatus.
38126100,Precipitation or evaporation surface observing apparatus.
38126200,Solar radiation surface observing apparatus.
38126300,Temperature or humidity surface observing apparatus.
38126400,Wind surface observing apparatus.
38127000,Weather stations.
38128000,Meteorology instrument accessories.
38200000,Geological and geophysical instruments.
38210000,Geological compasses.
38220000,Geological prospecting apparatus.
38221000,Geographic information systems (GIS or equivalent).
38230000,Electromagnetic geophysical instruments.
38240000,Gravity geophysical instruments.
38250000,Induced polarization IP geophysical instruments.
38260000,Magnetometer geophysical instruments.
38270000,Resistivity geophysical instruments.
38280000,Gravimeters.
38290000,"Surveying, hydrographic, oceanographic and hydrological instruments and appliances."
38291000,Telemetry apparatus.
38292000,Hydrographic instruments.
38293000,Seismic equipment.
38294000,Theodolites.
38295000,Topography equipment.
38296000,Surveying instruments.
38300000,Measuring instruments.
38310000,Precision balances.
38311000,Electronic scales and accessories.
38311100,Electronic analytical balances.
38311200,Electronic technical balances.
38311210,Calibration weights.
38320000,Drafting tables.
38321000,Drafting machines.
38322000,Pantographs.
38323000,Slide rules.
38330000,Hand-held instruments for measuring length.
38331000,Squares.
38340000,Instruments for measuring quantities.
38341000,Apparatus for measuring radiation.
38341100,Electron-beam recorders.
38341200,Radiation dosimeters.
38341300,Instruments for measuring electrical quantities.
38341310,Ammeters.
38341320,Voltmeters.
38341400,Geiger counters.
38341500,Contamination-monitoring devices.
38341600,Radiation monitors.
38342000,Oscilloscopes.
38342100,Oscillographs.
38343000,Error-monitoring equipment.
38344000,Pollution-monitoring devices.
38400000,Instruments for checking physical characteristics.
38410000,Metering instruments.
38411000,Hydrometers.
38412000,Thermometers.
38413000,Pyrometers.
38414000,Hygrometers.
38415000,Psychrometers.
38416000,pH meters.
38417000,Thermocouples.
38418000,Calorimeters.
38420000,"Instruments for measuring flow, level and pressure of liquids and gases."
38421000,Flow-measuring equipment.
38421100,Water meters.
38421110,Flowmeters.
38422000,Level-measuring equipment.
38423000,Pressure-measuring equipment.
38423100,Pressure gauges.
38424000,Measuring and control equipment.
38425000,Fluid mechanics equipment.
38425100,Manometers.
38425200,Viscosimeters.
38425300,Depth indicators.
38425400,Structure estimation apparatus.
38425500,Strength estimation apparatus.
38425600,Pycnometers.
38425700,Surface tension measuring instruments.
38425800,Densitometers.
38426000,Coulometers.
38427000,Fluxmeters.
38428000,Rheometers.
38429000,Rotameters.
38430000,Detection and analysis apparatus.
38431000,Detection apparatus.
38431100,Gas-detection apparatus.
38431200,Smoke-detection apparatus.
38431300,Fault detectors.
38432000,Analysis apparatus.
38432100,Gas-analysis apparatus.
38432200,Chromatographs.
38432210,Gas chromatographs.
38432300,Smoke-analysis apparatus.
38433000,Spectrometers.
38433100,Mass spectrometer.
38433200,Emission measurement equipment.
38433210,Emission spectrometer.
38433300,Spectrum analyser.
38434000,Analysers.
38434100,Expansion analysers.
38434200,Sound-measuring equipment.
38434210,Sonometers.
38434220,Sound velocity analyzers.
38434300,Noise-measuring equipment.
38434310,Decibel meter.
38434400,Vibration analysers.
38434500,Biochemical analysers.
38434510,Cytometers.
38434520,Blood analysers.
38434530,Milk analysers.
38434540,Biomedical equipment.
38434550,Blood-cell counters.
38434560,Chemistry analyser.
38434570,Haematology analysers.
38434580,Immunoassay analysers.
38435000,Apparatus for detecting fluids.
38436000,Shakers and accessories.
38436100,Mechanical shakers.
38436110,Erlenmeyer flask basket for shakers.
38436120,Erlenmeyer flask clamps for shakers.
38436130,Stands for separating funnels.
38436140,Platform for Erlenmeyer flask clamps for shakers.
38436150,Petri dish stand for shakers.
38436160,Test tube stand for shakers.
38436170,Flask adaptor for shakers.
38436200,Rotating evaporators.
38436210,Protective shield for rotating evaporators.
38436220,Boiling temperature sensor for rotating evaporators.
38436230,Pressure regulator for rotating evaporators.
38436300,Incubating shakers.
38436310,Heating plates.
38436320,Heating plates for flasks.
38436400,Magnetic shakers.
38436410,Thermal regulators for mechanical shakers with heating plates.
38436500,Mechanical stirrers.
38436510,Blade impellers for mechanical stirrers.
38436600,Immersion homogenisers.
38436610,Dispersing instruments for immersion homogenisers.
38436700,Ultrasound disintegrators.
38436710,Probes for ultrasound disintegrators.
38436720,Converters for ultrasound disintegrators.
38436730,Continuous-flow chambers for ultrasound disintegrators.
38436800,Rotating blade homogenizers.
38437000,Laboratory pipettes and accessories.
38437100,Pipettes.
38437110,Pipette tips.
38437120,Pipette stands.
38500000,Checking and testing apparatus.
38510000,Microscopes.
38511000,Electron microscopes.
38511100,Scanning electron microscopes.
38511200,Transmission electron microscope.
38512000,Ion and molecular microscopes.
38512100,Ion microscopes.
38512200,Molecular microscopes.
38513000,Inverted and metallurgical microscopes.
38513100,Inverted microscopes.
38513200,Metallurgical microscopes.
38514000,Darkfield and scanning probe microscopes.
38514100,Darkfield microscopes.
38514200,Scanning probe microscopes.
38515000,Fluorescent and polarizing microscopes.
38515100,Polarizing microscopes.
38515200,Fluorescent microscopes.
38516000,Monocular and/or binocular light compound microscopes.
38517000,Acoustic and projection microscopes.
38517100,Acoustic microscopes.
38517200,Projection microscopes.
38518000,"Wide field, stereo or dissecting light microscopes."
38518100,Wide field microscopes.
38518200,Stereo or dissecting light microscopes.
38519000,Miscellaneous compounds for microscopes.
38519100,Illuminators for microscopes.
38519200,Microscope objectives.
38519300,Photo or video attachments for microscopes.
38519310,Photo attachments for microscopes.
38519320,Video attachments for microscopes.
38519400,Automated microscope stages.
38519500,Laboratory microscope replacement bulbs.
38519600,"Microscope eyepieces, condensers, collectors, tubes, stages and covers."
38519610,Microscope eyepieces.
38519620,Microscope condensers.
38519630,Microscope collectors.
38519640,Microscope tubes.
38519650,Microscope stages.
38519660,Microscope covers.
38520000,Scanners.
38521000,Pressure scanners.
38522000,Chromatographic scanners.
38527100,Ionization chamber dosimeters.
38527200,Dosimeters.
38527300,Secondary standard dosimetry systems.
38527400,Phantom dosimeters.
38530000,Diffraction apparatus.
38540000,Machines and apparatus for testing and measuring.
